;2004M01;2004M02;2004M03;2004M04;2004M05;2004M06;2004M07;2004M08;2004M09;2004M10;2004M11;2004M12;2005M01;2005M02;2005M03;2005M04;2005M05;2005M06;2005M07;2005M08;2005M09;2005M10;2005M11;2005M12;2006M01;2006M02;2006M03;2006M04;2006M05;2006M06;2006M07;2006M08;2006M09;2006M10;2006M11;2006M12;2007M01;2007M02;2007M03;2007M04;2007M05;2007M06;2007M07;2007M08;2007M09;2007M10;2007M11;2007M12;2008M01;2008M02;2008M03;2008M04;2008M05;2008M06;2008M07;2008M08;2008M09;2008M10;2008M11;2008M12;2009M01;2009M02;2009M03;2009M04;2009M05;2009M06;2009M07;2009M08;2009M09;2009M10;2009M11;2009M12;2010M01;2010M02;2010M03;2010M04;2010M05;2010M06;2010M07;2010M08;2010M09;2010M10;2010M11;2010M12;2011M01;2011M02;2011M03;2011M04;2011M05;2011M06;2011M07;2011M08;2011M09;2011M10;2011M11;2011M12;2012M01;2012M02;2012M03;2012M04;2012M05;2012M06;2012M07;2012M08;2012M09;2012M10;2012M11;2012M12;2013M01;2013M02;2013M03;2013M04;2013M05;2013M06;2013M07;2013M08;2013M09;2013M10;2013M11;2013M12;2014M01;2014M02;2014M03;2014M04;2014M05;2014M06;2014M07;2014M08;2014M09;2014M10;2014M11;2014M12;2015M01;2015M02;2015M03;2015M04;2015M05;2015M06;2015M07;2015M08;2015M09;2015M10;2015M11;2015M12;2016M01;2016M02;2016M03;2016M04;2016M05;2016M06;2016M07;2016M08;2016M09;2016M10;2016M11;2016M12;2017M01;2017M02;2017M03;2017M04;2017M05;2017M06;2017M07;2017M08;2017M09;2017M10;2017M11;2017M12
Region Hovedstaden;17799;17802;17549;18017;17988;18008;18536;18686;18683;18961;19107;19191;19486;19585;19940;20349;20873;21845;22475;23153;24020;24783;24330;24263;24501;24931;25214;25678;26476;27376;27865;27910;27941;27809;27796;27554;26958;27178;27594;27778;28023;27782;27968;27894;28214;27557;27599;27829;27583;27545;27194;27143;27152;26998;26988;26773;26315;26278;26174;25831;25484;25199;25395;25502;25208;25235;25236;25139;25288;24626;24390;23898;24043;23668;24520;24297;24648;24462;24397;24332;23835;23638;23191;23322;23130;22894;22744;22775;22807;22305;22217;22217;21970;21681;21783;21951;21935;21761;21319;21426;21434;21440;21562;21784;21587;21506;21344;21379;21545;21408;21197;21130;21213;21134;21117;20998;20700;20932;20900;20422;20231;20085;19801;20084;20364;20524;20642;20473;20186;20156;20017;19976;20071;20175;20443;20706;20706;20844;21274;21283;20913;21394;21014;20857;20924;21048;22011;22320;22535;22270;22686;22767;23116;22870;22869;22598;22494;22310;22904;23129;23121;23617;23935;23862;23751;24064;23679;23780
Landsdel København by;11051;13770;12724;11310;12267;13740;13988;11199;19833;20423;20310;12501;12322;14345;11305;9358;9651;12552;13219;22004;26267;22358;21033;21049;24892;28452;29452;37173;34564;38662;21392;19963;29180;30979;39084;39110;39110;37417;38645;30293;30453;29734;29732;31544;32093;32049;35020;34287;34432;30934;29334;28831;28669;26281;26031;26321;26423;26470;25891;24888;24881;27571;28600;28773;28340;31417;22687;22696;20474;19860;18909;19144;19272;19167;19417;18900;18459;20601;20658;21655;22114;22238;21926;22295;22392;21372;22630;21506;21204;20800;22945;24997;20269;20138;19702;20071;20286;20192;19925;20503;20491;19767;20018;26842;26112;25845;26387;26772;20111;18302;18552;17329;24698;22412;22323;22306;21809;20670;21903;18572;18736;20860;21036;20242;20529;20524;22738;22591;22387;26137;24455;24136;24498;20539;23699;25039;23653;20110;19690;15768;29208;28295;31280;31957;33523;35731;36906;31595;31940;31518;30610;30822;28728;27024;26437;24619;24473;24149;23984;23731;24200;26472;24531;28518;29433;29226;29754;28725
København;16236;16546;17339;16127;16351;17228;16917;14549;12500;11250;16911;11250;12868;16738;16738;19208;21059;17263;17263;23732;23732;24321;29672;0;13636;19672;0;0;0;0;0;0;0;20690;0;0;0;0;0;23438;23438;25347;26303;26114;28904;23150;21642;19371;19223;23494;23494;21429;21429;24960;21734;21734;22723;20960;19911;19554;18661;18125;18482;18036;17589;0;0;0;18571;16791;16791;18571;0;0;0;0;0;64750;25306;40964;43240;42573;40031;40031;38124;28524;32690;32406;25588;30604;32702;30146;30704;34228;28675;32994;40354;40354;39923;38548;36935;33710;36800;43490;43490;43490;43490;58333;58333;0;26500;39706;39706;28726;22644;17868;18500;0;0;0;0;0;0;0;30948;0;25776;19375;0;35900;35900;37300;36550;29479;25528;18333;18333;18333;18333;19267;34524;0;0;0;0;0;49900;49900;49900;48804;53135;53581;46566;44924;39730;33649;27833;27833;31038;31038;31038;0;0;60833;60833;60833;60833;0
Frederiksberg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28481;0;0;0;0;0;0;0;25643;25643;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33977;33977;0;31705;31705;31705;0
Dragør;12676;16026;14070;0;0;15370;15370;0;28049;28049;28049;0;13068;17841;0;0;0;16364;16364;25550;26583;26234;25159;26175;26175;29452;29452;49545;49545;62500;27740;27740;29180;28026;28026;28079;28079;24671;27143;26486;26824;30862;30238;34787;32596;33097;39467;38170;39037;37564;34219;33382;33295;30110;29647;28083;28901;28824;28384;28498;28452;34983;36600;37371;37274;42775;25686;25173;25408;23451;22864;23192;22917;21883;22488;21839;21280;21429;22611;22264;23604;24007;23696;24540;24190;23179;24244;22917;22421;21536;25570;25433;20494;20947;20164;20741;20646;19775;19854;20113;21562;21049;21049;34477;33157;33118;33736;34884;21746;20948;20003;19080;27184;27097;27538;26811;26086;26042;27940;19821;19420;23519;23325;21791;21816;24155;25673;25749;26298;29227;25911;25201;25981;24596;29397;28475;26261;27111;26271;17182;26635;25362;24375;20729;24412;28511;28167;26000;26944;27557;28378;28769;30227;28900;28900;25752;25752;26277;26098;25590;26664;28218;25559;24583;26654;26515;25708;24395
Tårnby;8652;11032;10694;10664;11720;11563;12146;10750;12201;14101;13174;12654;11528;10642;10642;8156;8260;8260;9657;18333;0;18309;15988;15988;0;0;0;24956;19770;15123;15123;12284;0;34950;50000;50000;50000;50000;50000;34755;34755;29071;29583;28899;31923;31923;31923;31923;31368;25000;25000;25000;24745;22540;22820;25018;24302;24426;23742;21447;21570;20358;20809;20386;19586;18939;19392;19974;15242;16174;14740;14740;15263;16180;16038;15667;15357;15906;18111;19329;18665;18519;18403;18287;19048;18774;19986;19008;19493;19135;19227;24068;19105;18014;18407;18202;18123;18868;18237;19335;17875;17141;17415;17064;16912;16495;16994;15457;15457;15457;16390;13750;20887;16893;16689;17796;17459;14891;15409;17227;18000;18000;18575;18575;18355;16618;19389;19389;18176;22133;22133;22133;22155;15658;17523;21810;21216;12778;12778;14043;31607;31414;38622;43897;43529;43662;45653;36541;36250;34735;31583;31583;25912;23789;22861;22782;22849;21569;21199;21210;21045;24555;23401;30721;30426;30131;32161;33481
Landsdel Københavns omegn;15172;15138;15052;15014;15230;15256;15329;15244;15244;15321;14199;14264;14346;14430;14613;14148;14348;13825;20121;15349;15158;16317;16845;16704;17375;18575;19415;20270;21031;22173;22447;23338;23884;26506;26048;26012;26185;26037;25685;25550;25774;28089;34753;33010;27888;26070;25140;26584;23419;22448;23928;24876;24269;25376;25169;24930;24960;23541;22637;22410;20522;20432;22535;21038;20810;21911;21408;21070;22320;22108;22149;22068;21772;21679;21701;18034;17356;17106;18062;18223;21860;21861;19742;19765;19756;20537;21721;25308;25011;24526;24563;23183;21365;22373;18131;18404;20050;18313;19100;20049;18457;21551;21415;21872;23252;22806;19772;19739;18785;17745;18580;18284;16200;14758;14103;14919;14648;46452;46865;20740;20774;21690;21854;20669;19821;20796;21189;18599;18050;17073;14418;15762;16368;17565;18839;13905;18838;20208;20707;20602;20517;21136;20811;22108;20981;19779;22683;21843;22621;21657;23040;21286;20677;21488;23188;26765;26730;21968;22665;21243;21222;21101;35945;31948;29179;29852;29665;25374
Albertslund;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21598;20567;20567;20567;20567;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6413;6413;0;0;0;0;0;0;7065;7065;7065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ballerup;12515;12127;12024;12327;12540;12111;11878;12353;10422;11531;12994;13758;13812;13768;14542;14568;15164;15072;16039;15480;15954;16388;16138;15336;15832;17362;18548;17397;18599;20170;23119;22182;22092;22374;21958;22815;21856;21751;22425;21687;22253;22593;24177;24629;23779;23743;23856;24189;23775;23914;23942;23924;23358;22993;22800;22605;23141;21398;21055;20472;21223;21312;20532;20081;19826;19768;19399;19325;19360;18884;18893;18334;18954;18474;18544;18444;18407;17839;17674;17656;17775;17408;17315;17794;17731;17806;17881;16830;17346;17499;16938;16573;15870;15648;15775;15217;14935;15776;15247;14739;15140;16242;15884;16376;15955;15602;16264;16329;15568;15118;15018;15263;14819;14886;14443;14401;14737;15162;15508;15337;15567;15854;16493;16861;16886;16410;15608;15633;15361;15817;15630;15352;15150;15537;16216;16288;17344;16464;15449;15807;15696;17422;17383;19008;19735;18090;18021;18613;18480;17667;17243;18062;17796;17426;19723;19119;21296;19965;18037;23327;21683;21518;22425;23064;23491;22315;23466;24931
Brøndby;12034;12034;12034;12034;12034;0;0;0;0;0;0;24583;24583;24583;24583;24583;24583;24583;24583;0;0;0;0;0;0;0;0;29900;29900;29900;29900;29900;29900;29900;29900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gentofte;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gladsaxe;13167;13167;10250;8500;0;0;0;0;20109;20109;20109;20109;20109;20109;20109;12882;16382;19457;18370;17283;17283;17283;17283;17283;17283;17283;17283;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15364;15364;15364;15364;15364;14000;12636;12636;12636;12636;0;0;0;0;0;0;0;16212;17440;17469;17298;17298;17298;17298;17298;17298;17298;17298;17298;0;0;0;0;0;18543;18543;18543;18543;0;0;0;0;0;0;110926;110926;110926;0;0;0;12429;12429;11857;39242;11286;0;0;0;0;0;11900;11900;11900;10875;9167;9167;9167;9167;10625;10375;10375;7833;7833;7833;7833;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Glostrup;0;0;0;0;0;0;0;10833;0;0;0;0;0;0;0;0;0;13900;23883;23883;23883;23218;12900;12900;12900;20948;21855;22645;22884;22884;22884;22966;22966;23193;23193;23193;23193;23029;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15980;15980;15980;15980;15980;15980;15980;15980;15480;0;0;0;13500;13500;13500;13500;13500;17700;17700;17700;21900;17270;13573;13432;13028;12780;15240;15240;15240;19980;13565;12362;13940;13440;13440;13440;13440;7745;0;0;0;0;7745;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17444;15244;0;0;0;0;0;0
Herlev;0;0;0;0;0;0;0;12595;12595;12595;12595;12595;12595;0;0;0;0;0;0;0;12436;12115;0;0;0;0;0;0;0;0;0;0;0;0;17727;17727;21667;21667;16128;15405;19978;0;0;0;0;0;34034;34034;17667;16278;0;0;0;0;0;0;0;17500;17500;17500;0;0;0;0;0;0;0;14083;25238;24940;24643;24643;24643;24643;24643;24643;13250;13250;13250;13250;0;0;0;0;0;0;0;0;0;0;41458;41458;16932;16932;6846;0;0;0;0;0;0;0;0;0;0;34767;0;19167;19167;19167;18526;17885;0;0;0;0;0;0;0;0;0;28452;28452;0;0;0;0;28452;28452;0;9000;9000;9000;13000;13000;13000;13000;12000;12000;12000;11875;12833;12833;12000;12000;12000;12000;9000;9000;9000;9000;9000;9000;9000;0;0;0;0;22990;24947;23298;23298;23298;21170;19043;0;0;0
Hvidovre;15930;15930;15930;15930;15930;15930;15930;15930;15930;15930;14028;14028;13986;13986;13986;13514;13514;12304;20938;14583;14583;0;0;0;0;0;0;0;0;0;0;0;0;27500;27500;27500;27500;27500;27500;27500;27500;29949;39292;37235;29886;27207;25099;27250;24135;22928;24528;25938;25486;26333;26143;26071;26071;24905;24192;24192;21250;21250;24083;21894;21894;21894;21250;21398;24083;24083;24083;24083;23214;23214;23214;17688;17688;17167;18966;18966;24019;24019;21049;21049;21049;22203;23738;25258;25000;24487;24487;22236;21785;23614;19563;19053;21607;19535;20495;21069;18491;23011;23011;23934;25912;24213;20733;20733;20733;19449;21036;20383;15061;15237;14355;13256;13244;59800;59800;21949;21949;22719;22719;21471;22135;23490;24025;19439;18853;18403;15213;17198;18238;19207;21114;0;21102;23168;23912;23940;23843;24453;23750;25577;23596;21900;25957;25379;25892;24758;26278;23580;22860;21844;22760;27982;27723;20965;0;20965;20965;20965;44218;37733;33459;33259;33259;26510
Høje-Taastrup;13594;13601;13666;13599;13556;14071;14105;14366;14462;14507;14223;14032;14617;14509;14507;14755;15018;16131;17033;17633;17298;17451;17202;17380;18243;19345;20123;20911;21516;22549;21474;23610;24590;25297;25852;25533;25542;24776;24421;24356;24104;24221;23861;23835;24031;24052;23799;23863;23353;22834;22695;22551;21311;23144;22871;22003;21882;21713;19524;18575;17826;17226;18281;18678;17615;17257;17220;17292;16780;16552;16874;16694;17558;17280;17418;17184;17262;17930;17215;17235;17000;16859;16707;16202;16189;15999;16505;17075;16192;16892;16800;17126;16519;16393;16335;16350;16179;15748;15227;14567;14943;14952;14403;13895;14726;14653;13829;13886;13249;12698;12901;13586;13876;13316;13490;13644;13522;13530;13367;13284;13013;12836;13566;13918;13346;13432;13800;14024;13555;13275;12865;13118;12532;14034;13712;13133;13538;14100;14385;13850;13848;13923;14704;14660;15336;15359;16353;14618;17156;16421;18367;18303;17752;17770;18304;18147;17938;18388;16831;16496;17443;17024;17451;17270;17111;18820;18674;19630
Ishøj;20821;20821;20821;20821;20821;17450;20821;20821;20821;20821;20821;0;0;0;19388;19388;19388;19286;19286;0;0;0;0;0;0;0;0;0;0;0;0;21357;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16000;16000;16000;16000;16000;15450;14900;14900;14900;11414;20544;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22857;22857;22857;22857;0;11900;11900;11900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lyngby-Taarbæk;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93233;93233;93233;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;125000;125000;101563;101563;101563;101563;101563;0;0;0;0;0;67669;67669;67669;67669;67669;67669;67669;67669;67669;0;0;0;0;0;0;0;95865;95865;95865;95865;95865;95865;95865;95865;95865;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;122347;122347;122347;122347;122347;122347;69389;69389;67319;65250;65250;63861;62472;45763;45763
Rødovre;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13372;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18966;17908;20343;20343;21667;21667;20778;19889;12857;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24257;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5315;5315;5315;0;0;0;20729;14551;14968;14330;13400;12992;13630;14816;14816;14816;14816;14689;14561;14561;14823;14823;14823;14823;14823;14823;14823;14823;13255;13464;12533;12656;14755;10686;10686;10260;9356;9356;9453;10060;11767;11767;10900;10667;10667;0;0;0;8534;8534;8625;8625;0;0;0;0;8333;11623;18438;7833;7333;7333;7333;7333;7333;0;0;0;15833;15375;0;0;0;0;0;0;0;0;14989;14989;21333;21333;21728;21388;20874;20361;20361;20361
Vallensbæk;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26316;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26613;26613;26613;26613;26613;26613;26613;0;0;23602;23602;23602;23602;23602;23602;23602;23602;23602;23602;23602;23602;0;0;61129;0;0;23387;0;0;0;0;22570;22570;22570;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28688;28688;28688;28688;28688;28688
Landsdel Nordsjælland;18412;18458;18261;18747;18701;18646;19215;19424;19375;19652;19813;20003;20377;20516;20832;21330;21928;23045;23640;24405;25318;26046;25414;25358;25595;26069;26253;26646;27385;28466;29051;29101;29019;28907;28842;28543;27904;28143;28647;28840;29010;28798;28995;28881;29405;28653;28725;28902;28665;28684;28263;28122;28160;27961;27945;27695;27228;27283;27179;26791;26457;26158;26331;26489;26114;26160;26183;26100;26271;25605;25353;24762;24943;24533;25521;25343;25702;25517;25419;25352;24741;24548;24072;24252;24072;23793;23599;23589;23654;23107;23004;23011;22747;22409;22598;22778;22727;22534;22069;22190;22257;22239;22346;22597;22368;22293;22176;22201;22399;22265;22018;21930;22054;22000;21992;21902;21766;21674;21609;21424;21230;21043;20724;21067;21399;21558;21650;21519;21223;21203;21136;21086;21189;21302;21557;21834;21839;21987;22443;22478;21982;22542;22129;21951;22022;22147;23181;23411;23608;23205;23681;23726;24100;23803;23786;23400;23239;23085;23739;24079;24114;24624;24866;24832;24702;25034;24564;24702
Allerød;34375;34375;34375;34375;30972;27569;26806;0;0;0;0;0;0;52679;52679;28324;28324;24608;26729;26729;26529;37903;37903;34278;0;0;0;68182;68182;51768;47667;39432;38608;37784;37784;37784;36193;36259;36259;36259;32232;40076;41568;41568;41568;46097;50635;50635;50635;71058;44564;44564;44051;33299;33299;24896;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29760;29760;29760;29760;31000;31000;31000;0;0;0;0;0;0;0;0;0;0;0;0;61346;61346;26558;26558;26558;26558;26558;26558;25763;24968;25753;25753;25753;25194;34185;34185;34185;34185;26119;26119;0;0;16992;16992;16992;16992;16992;16992;16992;16992;16992;0;0;45303;45303;45303;45303;20821;20821;20821;20821;20821;20821;20821;20075;19328;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25645;25645;25645;25645;25645;25645;0;0;0;0;0;0;0;0;0;0
Egedal;16801;17006;16527;14483;14883;18183;16966;21940;15427;14870;14481;14500;14230;14436;14627;16926;16855;19343;19420;20727;25122;23438;26261;30328;30328;26155;22284;26571;28821;26350;28729;26259;28758;31233;26257;26651;26877;27175;28681;30363;29005;28509;29059;30385;30864;30494;30071;30606;30336;30807;29261;29225;27887;27633;27802;26770;27143;26462;26135;26484;26757;24856;24772;25100;23246;23125;22184;21700;21111;21237;21411;22421;22995;21305;20858;20136;19250;17728;18387;17968;18506;18559;19960;18377;18825;20111;20813;20650;21320;21616;21447;22298;24104;23045;22238;22056;21079;22190;20877;21135;21947;21231;21510;21274;20736;20759;19602;18749;17952;18818;18241;18764;19902;18974;18848;18128;17437;17437;17635;20408;19949;20021;20329;19647;17786;18288;18379;19914;19646;19467;19553;17064;19704;21144;20631;19680;18925;16952;16885;18996;18360;18981;18675;18475;19566;19546;19366;19286;18752;19477;19346;18923;17822;17552;17580;17240;17244;15613;16504;16811;17122;17192;17500;17115;18197;20793;22834;21763
Fredensborg;4762;4762;4762;4762;4762;4762;4762;4762;4762;4762;4762;4762;4762;4762;4762;4762;4762;0;0;0;0;0;0;0;0;0;33267;32633;32000;0;57377;53279;49180;49180;49180;0;0;53864;52062;48198;62922;59675;33013;17264;44180;44180;44180;44180;44180;44180;0;31066;36116;40539;38922;38922;35980;34619;37239;37239;37239;37239;37239;34254;34254;34254;0;16633;16633;0;0;0;0;21267;21267;21267;21267;21267;21267;21267;38591;21267;21267;21267;21267;21267;21267;21267;36103;35869;34695;33756;26021;26021;26021;26021;26021;30264;30264;39951;39951;39951;39596;39242;39242;39242;40108;40108;40108;40108;41227;40950;41491;40238;37668;37668;37481;37294;36021;33342;33342;18240;18240;21590;21590;21349;22378;22378;30866;24484;21582;21582;21840;28943;28943;21840;24484;21696;28498;42552;42552;46060;47512;44815;61192;61192;54390;54390;54390;15986;63567;63567;63567;15667;15667;15667;15667;18342;18342;18342;18342;0;0;26266;25633;25000;25000;25000
Frederikssund;12172;12366;12351;12736;13079;13294;13859;13883;13879;14024;13852;13606;13756;14146;14890;15257;15495;15751;16084;16492;17582;18323;17777;18060;18197;18367;19004;19259;19776;20013;20226;20232;20199;20110;20158;20383;20330;20572;20867;21204;21262;21262;21309;21216;21305;21016;20848;20661;20800;20795;20631;20375;19951;19732;19804;19351;19536;19001;18676;18621;18594;18341;18201;17922;17543;17510;17622;17401;17276;17274;17129;16878;16425;16713;16382;16796;16727;17033;16773;16434;16631;16503;16119;16062;15829;15756;15507;15395;15215;14985;14840;14948;14954;14603;14777;14555;14391;13830;13532;13572;13431;13010;13307;13387;13545;13555;13469;13338;13238;13130;12839;12683;12813;13097;12774;12782;12620;12751;12675;12316;12325;12276;12151;12217;12254;12073;12128;12308;12067;12103;11978;11859;11804;11712;11757;11869;11979;12076;12565;12381;12636;12681;12892;12926;13017;13136;13008;13155;13020;13788;13820;14127;13964;13679;13536;13623;13242;13422;13802;14038;13760;13532;13656;13551;14038;14163;14070;13840
Halsnæs;16005;15952;15707;16754;17461;17581;17615;17506;17311;18075;17933;17994;17987;18238;18021;18647;19852;21011;22922;23991;25003;24907;25497;26144;25949;26685;25881;25297;25238;27210;27530;27406;27381;27846;27638;27653;27470;27214;27076;27586;27540;26706;26380;25891;26568;26362;26603;26844;26415;26185;26148;26303;25704;25573;25454;25246;24850;24786;24591;24335;23819;23596;24032;23612;22824;22637;22982;22672;22442;21681;21433;20424;20552;20326;21402;21236;21532;21305;20937;20812;20432;20264;20061;19812;19851;19811;20226;20125;20381;20157;20174;19682;19724;19352;20032;20286;20057;19889;19229;19400;19675;19481;19311;20117;18521;18596;17877;18200;18472;18519;18581;18183;18417;18209;18227;18292;18243;18103;18267;18018;17590;17483;16732;17959;17675;17776;17724;17334;17240;17380;16978;16820;17067;17770;17504;17490;17479;18066;18320;18528;18413;18152;17259;17789;17858;17633;20768;20609;20588;20225;20720;21067;22308;22099;21440;21114;20522;20438;22108;21987;22220;21628;22107;22209;21541;21599;20726;20747
Furesø;24832;25913;29225;21619;24965;17348;0;0;0;0;0;0;0;0;32090;32672;0;0;0;0;37704;65385;0;0;32836;32836;0;0;0;0;42373;0;0;0;0;0;0;0;103676;103676;103676;103676;103676;103676;103676;84904;83590;103676;0;0;43438;43438;42313;45942;54485;53056;53056;51821;50586;49660;48735;48735;48735;44269;44269;43482;42694;44038;45465;45833;45833;48722;48056;44694;44694;43861;45298;45298;45009;46080;50000;43673;43673;43673;43673;36575;33628;36270;24116;21144;20535;23028;21912;18286;18047;19592;16787;14934;14934;14934;14934;14934;11548;11548;11548;11548;11548;16361;18393;14961;12313;11946;26111;26111;25288;25288;25485;32217;20821;32206;28265;28265;28265;28265;28151;29030;20821;20821;0;0;0;0;45513;23409;24107;24107;37324;37324;36851;36378;29500;29500;28475;27450;27013;26264;18705;18705;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gribskov;21623;21535;21617;21660;21108;20607;21108;21425;21543;21672;21910;22318;23111;22978;23385;23632;24187;25292;25120;25922;26346;26976;26102;25630;26238;26694;27379;28282;29497;30606;31067;31539;31211;30543;30409;29662;28683;29017;29335;29416;29670;29794;30433;30626;31321;30268;30283;30330;30628;30860;30199;29578;30229;30132;30052;29802;29005;29374;29293;28596;28291;27814;28320;29294;28976;29364;29076;29103;29769;28641;28233;27698;28351;27654;29038;28739;29494;29408;29450;29587;28641;28435;27573;28094;27759;27407;26821;26744;26955;26206;26038;26066;25382;25089;25099;25052;25337;25303;24864;25059;25359;25513;25713;25738;25899;25739;25739;25764;25848;25681;25475;25438;25408;25334;25429;25255;25112;24674;24374;23633;23454;23186;23252;23193;24284;24772;25121;24962;24918;24811;24541;24128;23925;23929;24414;24810;24729;25053;25807;25650;25038;25896;25452;24541;24477;25121;25977;26460;26895;26306;26630;26335;26537;26444;26701;26274;26041;25830;26292;27000;27093;28531;28520;28614;28413;29069;28341;28463
