Pris;Kommune;Dato;Boligtype
8524;Norddjurs;2014-06-01;Parcel
8492;Norddjurs;2014-07-01;Parcel
8496;Norddjurs;2014-08-01;Parcel
8459;Norddjurs;2014-09-01;Parcel
8636;Norddjurs;2014-10-01;Parcel
8552;Norddjurs;2014-11-01;Parcel
8568;Norddjurs;2014-12-01;Parcel
8623;Norddjurs;2015-01-01;Parcel
8594;Norddjurs;2015-02-01;Parcel
8571;Norddjurs;2015-03-01;Parcel
8511;Norddjurs;2015-04-01;Parcel
8506;Norddjurs;2015-05-01;Parcel
8457;Norddjurs;2015-06-01;Parcel
8566;Norddjurs;2015-07-01;Parcel
8511;Norddjurs;2015-08-01;Parcel
8436;Norddjurs;2015-09-01;Parcel
8321;Norddjurs;2015-10-01;Parcel
8205;Norddjurs;2015-11-01;Parcel
8213;Norddjurs;2015-12-01;Parcel
8174;Norddjurs;2016-01-01;Parcel
8129;Norddjurs;2016-02-01;Parcel
8181;Norddjurs;2016-03-01;Parcel
7975;Norddjurs;2016-04-01;Parcel
7985;Norddjurs;2016-05-01;Parcel
7971;Norddjurs;2016-06-01;Parcel
8015;Norddjurs;2016-07-01;Parcel
7923;Norddjurs;2016-08-01;Parcel
8057;Norddjurs;2016-09-01;Parcel
8079;Norddjurs;2016-10-01;Parcel
7935;Norddjurs;2016-11-01;Parcel
7905;Norddjurs;2016-12-01;Parcel
7852;Norddjurs;2017-01-01;Parcel
7916;Norddjurs;2017-02-01;Parcel
7971;Norddjurs;2017-03-01;Parcel
8027;Norddjurs;2017-04-01;Parcel
8135;Norddjurs;2017-05-01;Parcel
8383;Norddjurs;2017-06-01;Parcel
8242;Norddjurs;2017-07-01;Parcel
8076;Norddjurs;2017-08-01;Parcel
7986;Norddjurs;2017-09-01;Parcel
7907;Norddjurs;2017-10-01;Parcel
7816;Norddjurs;2017-11-01;Parcel
7884;Norddjurs;2017-12-01;Parcel
9516;Odder;2004-01-01;Parcel
9531;Odder;2004-02-01;Parcel
9481;Odder;2004-03-01;Parcel
9753;Odder;2004-04-01;Parcel
9712;Odder;2004-05-01;Parcel
9690;Odder;2004-06-01;Parcel
9543;Odder;2004-07-01;Parcel
9689;Odder;2004-08-01;Parcel
9885;Odder;2004-09-01;Parcel
9960;Odder;2004-10-01;Parcel
9960;Odder;2004-11-01;Parcel
10112;Odder;2004-12-01;Parcel
10637;Odder;2005-01-01;Parcel
10607;Odder;2005-02-01;Parcel
10644;Odder;2005-03-01;Parcel
10916;Odder;2005-04-01;Parcel
10324;Odder;2005-05-01;Parcel
10880;Odder;2005-06-01;Parcel
11495;Odder;2005-07-01;Parcel
12128;Odder;2005-08-01;Parcel
12485;Odder;2005-09-01;Parcel
12344;Odder;2005-10-01;Parcel
12709;Odder;2005-11-01;Parcel
13522;Odder;2005-12-01;Parcel
13718;Odder;2006-01-01;Parcel
14373;Odder;2006-02-01;Parcel
14951;Odder;2006-03-01;Parcel
14935;Odder;2006-04-01;Parcel
15343;Odder;2006-05-01;Parcel
15781;Odder;2006-06-01;Parcel
16242;Odder;2006-07-01;Parcel
16869;Odder;2006-08-01;Parcel
16843;Odder;2006-09-01;Parcel
16739;Odder;2006-10-01;Parcel
16544;Odder;2006-11-01;Parcel
16647;Odder;2006-12-01;Parcel
16851;Odder;2007-01-01;Parcel
16799;Odder;2007-02-01;Parcel
16995;Odder;2007-03-01;Parcel
17750;Odder;2007-04-01;Parcel
17622;Odder;2007-05-01;Parcel
17543;Odder;2007-06-01;Parcel
17487;Odder;2007-07-01;Parcel
17523;Odder;2007-08-01;Parcel
17532;Odder;2007-09-01;Parcel
17251;Odder;2007-10-01;Parcel
17108;Odder;2007-11-01;Parcel
17135;Odder;2007-12-01;Parcel
17079;Odder;2008-01-01;Parcel
17141;Odder;2008-02-01;Parcel
16733;Odder;2008-03-01;Parcel
16873;Odder;2008-04-01;Parcel
17541;Odder;2008-05-01;Parcel
17449;Odder;2008-06-01;Parcel
17251;Odder;2008-07-01;Parcel
16728;Odder;2008-08-01;Parcel
16485;Odder;2008-09-01;Parcel
16424;Odder;2008-10-01;Parcel
15977;Odder;2008-11-01;Parcel
15739;Odder;2008-12-01;Parcel
15637;Odder;2009-01-01;Parcel
15393;Odder;2009-02-01;Parcel
15453;Odder;2009-03-01;Parcel
15520;Odder;2009-04-01;Parcel
15229;Odder;2009-05-01;Parcel
14969;Odder;2009-06-01;Parcel
14801;Odder;2009-07-01;Parcel
14840;Odder;2009-08-01;Parcel
14754;Odder;2009-09-01;Parcel
14592;Odder;2009-10-01;Parcel
14704;Odder;2009-11-01;Parcel
14513;Odder;2009-12-01;Parcel
14370;Odder;2010-01-01;Parcel
14651;Odder;2010-02-01;Parcel
14622;Odder;2010-03-01;Parcel
14781;Odder;2010-04-01;Parcel
14987;Odder;2010-05-01;Parcel
14843;Odder;2010-06-01;Parcel
14836;Odder;2010-07-01;Parcel
14576;Odder;2010-08-01;Parcel
14442;Odder;2010-09-01;Parcel
14620;Odder;2010-10-01;Parcel
14615;Odder;2010-11-01;Parcel
14574;Odder;2010-12-01;Parcel
14441;Odder;2011-01-01;Parcel
14297;Odder;2011-02-01;Parcel
14463;Odder;2011-03-01;Parcel
14493;Odder;2011-04-01;Parcel
14610;Odder;2011-05-01;Parcel
14768;Odder;2011-06-01;Parcel
14709;Odder;2011-07-01;Parcel
14565;Odder;2011-08-01;Parcel
14496;Odder;2011-09-01;Parcel
14338;Odder;2011-10-01;Parcel
14121;Odder;2011-11-01;Parcel
14003;Odder;2011-12-01;Parcel
13883;Odder;2012-01-01;Parcel
13842;Odder;2012-02-01;Parcel
13734;Odder;2012-03-01;Parcel
13834;Odder;2012-04-01;Parcel
13884;Odder;2012-05-01;Parcel
13989;Odder;2012-06-01;Parcel
14029;Odder;2012-07-01;Parcel
14194;Odder;2012-08-01;Parcel
14320;Odder;2012-09-01;Parcel
14088;Odder;2012-10-01;Parcel
14138;Odder;2012-11-01;Parcel
13909;Odder;2012-12-01;Parcel
13751;Odder;2013-01-01;Parcel
13826;Odder;2013-02-01;Parcel
13625;Odder;2013-03-01;Parcel
13604;Odder;2013-04-01;Parcel
13472;Odder;2013-05-01;Parcel
13442;Odder;2013-06-01;Parcel
13435;Odder;2013-07-01;Parcel
13318;Odder;2013-08-01;Parcel
13050;Odder;2013-09-01;Parcel
12948;Odder;2013-10-01;Parcel
12936;Odder;2013-11-01;Parcel
13006;Odder;2013-12-01;Parcel
12834;Odder;2014-01-01;Parcel
12952;Odder;2014-02-01;Parcel
12932;Odder;2014-03-01;Parcel
13269;Odder;2014-04-01;Parcel
13438;Odder;2014-05-01;Parcel
13209;Odder;2014-06-01;Parcel
13065;Odder;2014-07-01;Parcel
13265;Odder;2014-08-01;Parcel
13285;Odder;2014-09-01;Parcel
13167;Odder;2014-10-01;Parcel
13114;Odder;2014-11-01;Parcel
13384;Odder;2014-12-01;Parcel
13432;Odder;2015-01-01;Parcel
13498;Odder;2015-02-01;Parcel
13558;Odder;2015-03-01;Parcel
13444;Odder;2015-04-01;Parcel
13110;Odder;2015-05-01;Parcel
13172;Odder;2015-06-01;Parcel
13256;Odder;2015-07-01;Parcel
13279;Odder;2015-08-01;Parcel
13227;Odder;2015-09-01;Parcel
13275;Odder;2015-10-01;Parcel
13213;Odder;2015-11-01;Parcel
13109;Odder;2015-12-01;Parcel
13096;Odder;2016-01-01;Parcel
13082;Odder;2016-02-01;Parcel
13108;Odder;2016-03-01;Parcel
12866;Odder;2016-04-01;Parcel
12906;Odder;2016-05-01;Parcel
12950;Odder;2016-06-01;Parcel
12825;Odder;2016-07-01;Parcel
12770;Odder;2016-08-01;Parcel
12947;Odder;2016-09-01;Parcel
12808;Odder;2016-10-01;Parcel
12638;Odder;2016-11-01;Parcel
12650;Odder;2016-12-01;Parcel
12580;Odder;2017-01-01;Parcel
12625;Odder;2017-02-01;Parcel
12775;Odder;2017-03-01;Parcel
13065;Odder;2017-04-01;Parcel
13231;Odder;2017-05-01;Parcel
13275;Odder;2017-06-01;Parcel
12866;Odder;2017-07-01;Parcel
12974;Odder;2017-08-01;Parcel
13162;Odder;2017-09-01;Parcel
13097;Odder;2017-10-01;Parcel
13023;Odder;2017-11-01;Parcel
12896;Odder;2017-12-01;Parcel
7790;Randers;2004-01-01;Parcel
7812;Randers;2004-02-01;Parcel
7872;Randers;2004-03-01;Parcel
7928;Randers;2004-04-01;Parcel
7790;Randers;2004-05-01;Parcel
7807;Randers;2004-06-01;Parcel
7854;Randers;2004-07-01;Parcel
7775;Randers;2004-08-01;Parcel
7946;Randers;2004-09-01;Parcel
8056;Randers;2004-10-01;Parcel
8026;Randers;2004-11-01;Parcel
8048;Randers;2004-12-01;Parcel
8219;Randers;2005-01-01;Parcel
8345;Randers;2005-02-01;Parcel
8446;Randers;2005-03-01;Parcel
8458;Randers;2005-04-01;Parcel
8469;Randers;2005-05-01;Parcel
8383;Randers;2005-06-01;Parcel
8428;Randers;2005-07-01;Parcel
8882;Randers;2005-08-01;Parcel
9270;Randers;2005-09-01;Parcel
9727;Randers;2005-10-01;Parcel
10012;Randers;2005-11-01;Parcel
10317;Randers;2005-12-01;Parcel
10478;Randers;2006-01-01;Parcel
10370;Randers;2006-02-01;Parcel
10976;Randers;2006-03-01;Parcel
11064;Randers;2006-04-01;Parcel
11599;Randers;2006-05-01;Parcel
11771;Randers;2006-06-01;Parcel
12519;Randers;2006-07-01;Parcel
12904;Randers;2006-08-01;Parcel
13246;Randers;2006-09-01;Parcel
13437;Randers;2006-10-01;Parcel
13389;Randers;2006-11-01;Parcel
13380;Randers;2006-12-01;Parcel
13548;Randers;2007-01-01;Parcel
13474;Randers;2007-02-01;Parcel
13311;Randers;2007-03-01;Parcel
13487;Randers;2007-04-01;Parcel
13469;Randers;2007-05-01;Parcel
13676;Randers;2007-06-01;Parcel
13812;Randers;2007-07-01;Parcel
13985;Randers;2007-08-01;Parcel
13931;Randers;2007-09-01;Parcel
13707;Randers;2007-10-01;Parcel
13963;Randers;2007-11-01;Parcel
13932;Randers;2007-12-01;Parcel
13890;Randers;2008-01-01;Parcel
13777;Randers;2008-02-01;Parcel
13976;Randers;2008-03-01;Parcel
13816;Randers;2008-04-01;Parcel
13743;Randers;2008-05-01;Parcel
13720;Randers;2008-06-01;Parcel
13615;Randers;2008-07-01;Parcel
13916;Randers;2008-08-01;Parcel
13707;Randers;2008-09-01;Parcel
13577;Randers;2008-10-01;Parcel
13463;Randers;2008-11-01;Parcel
13196;Randers;2008-12-01;Parcel
13017;Randers;2009-01-01;Parcel
12604;Randers;2009-02-01;Parcel
12451;Randers;2009-03-01;Parcel
12335;Randers;2009-04-01;Parcel
12352;Randers;2009-05-01;Parcel
12333;Randers;2009-06-01;Parcel
12150;Randers;2009-07-01;Parcel
12057;Randers;2009-08-01;Parcel
12083;Randers;2009-09-01;Parcel
11930;Randers;2009-10-01;Parcel
11918;Randers;2009-11-01;Parcel
11897;Randers;2009-12-01;Parcel
12029;Randers;2010-01-01;Parcel
11920;Randers;2010-02-01;Parcel
11926;Randers;2010-03-01;Parcel
11931;Randers;2010-04-01;Parcel
11954;Randers;2010-05-01;Parcel
11933;Randers;2010-06-01;Parcel
11946;Randers;2010-07-01;Parcel
11850;Randers;2010-08-01;Parcel
11895;Randers;2010-09-01;Parcel
11976;Randers;2010-10-01;Parcel
11953;Randers;2010-11-01;Parcel
11805;Randers;2010-12-01;Parcel
11859;Randers;2011-01-01;Parcel
11791;Randers;2011-02-01;Parcel
11762;Randers;2011-03-01;Parcel
11873;Randers;2011-04-01;Parcel
11894;Randers;2011-05-01;Parcel
11664;Randers;2011-06-01;Parcel
11562;Randers;2011-07-01;Parcel
11614;Randers;2011-08-01;Parcel
11675;Randers;2011-09-01;Parcel
11621;Randers;2011-10-01;Parcel
11600;Randers;2011-11-01;Parcel
11441;Randers;2011-12-01;Parcel
11443;Randers;2012-01-01;Parcel
11352;Randers;2012-02-01;Parcel
11380;Randers;2012-03-01;Parcel
11338;Randers;2012-04-01;Parcel
11275;Randers;2012-05-01;Parcel
11230;Randers;2012-06-01;Parcel
11067;Randers;2012-07-01;Parcel
11204;Randers;2012-08-01;Parcel
11068;Randers;2012-09-01;Parcel
11173;Randers;2012-10-01;Parcel
11115;Randers;2012-11-01;Parcel
11131;Randers;2012-12-01;Parcel
11029;Randers;2013-01-01;Parcel
11149;Randers;2013-02-01;Parcel
11268;Randers;2013-03-01;Parcel
11145;Randers;2013-04-01;Parcel
10928;Randers;2013-05-01;Parcel
11005;Randers;2013-06-01;Parcel
10996;Randers;2013-07-01;Parcel
10831;Randers;2013-08-01;Parcel
10941;Randers;2013-09-01;Parcel
11022;Randers;2013-10-01;Parcel
11042;Randers;2013-11-01;Parcel
10999;Randers;2013-12-01;Parcel
10950;Randers;2014-01-01;Parcel
10826;Randers;2014-02-01;Parcel
10981;Randers;2014-03-01;Parcel
11050;Randers;2014-04-01;Parcel
10925;Randers;2014-05-01;Parcel
10892;Randers;2014-06-01;Parcel
10847;Randers;2014-07-01;Parcel
10884;Randers;2014-08-01;Parcel
10932;Randers;2014-09-01;Parcel
10962;Randers;2014-10-01;Parcel
10913;Randers;2014-11-01;Parcel
10902;Randers;2014-12-01;Parcel
10915;Randers;2015-01-01;Parcel
10934;Randers;2015-02-01;Parcel
10910;Randers;2015-03-01;Parcel
10908;Randers;2015-04-01;Parcel
10988;Randers;2015-05-01;Parcel
11056;Randers;2015-06-01;Parcel
10972;Randers;2015-07-01;Parcel
11001;Randers;2015-08-01;Parcel
11091;Randers;2015-09-01;Parcel
11155;Randers;2015-10-01;Parcel
11200;Randers;2015-11-01;Parcel
11316;Randers;2015-12-01;Parcel
11281;Randers;2016-01-01;Parcel
11412;Randers;2016-02-01;Parcel
11267;Randers;2016-03-01;Parcel
11175;Randers;2016-04-01;Parcel
11126;Randers;2016-05-01;Parcel
11265;Randers;2016-06-01;Parcel
11293;Randers;2016-07-01;Parcel
11309;Randers;2016-08-01;Parcel
11535;Randers;2016-09-01;Parcel
11493;Randers;2016-10-01;Parcel
11474;Randers;2016-11-01;Parcel
11425;Randers;2016-12-01;Parcel
11311;Randers;2017-01-01;Parcel
11374;Randers;2017-02-01;Parcel
11474;Randers;2017-03-01;Parcel
11574;Randers;2017-04-01;Parcel
11773;Randers;2017-05-01;Parcel
11474;Randers;2017-06-01;Parcel
11360;Randers;2017-07-01;Parcel
11250;Randers;2017-08-01;Parcel
11299;Randers;2017-09-01;Parcel
11299;Randers;2017-10-01;Parcel
11479;Randers;2017-11-01;Parcel
11621;Randers;2017-12-01;Parcel
6769;Samsø;2004-01-01;Parcel
7103;Samsø;2004-02-01;Parcel
7576;Samsø;2004-03-01;Parcel
7110;Samsø;2004-04-01;Parcel
6344;Samsø;2004-05-01;Parcel
6631;Samsø;2004-06-01;Parcel
6679;Samsø;2004-07-01;Parcel
6681;Samsø;2004-08-01;Parcel
6367;Samsø;2004-09-01;Parcel
6174;Samsø;2004-10-01;Parcel
6432;Samsø;2004-11-01;Parcel
6530;Samsø;2004-12-01;Parcel
5889;Samsø;2005-01-01;Parcel
6174;Samsø;2005-02-01;Parcel
7079;Samsø;2005-03-01;Parcel
7830;Samsø;2005-04-01;Parcel
8489;Samsø;2005-05-01;Parcel
7563;Samsø;2005-06-01;Parcel
7784;Samsø;2005-07-01;Parcel
7858;Samsø;2005-08-01;Parcel
7313;Samsø;2005-09-01;Parcel
7745;Samsø;2005-10-01;Parcel
8233;Samsø;2005-11-01;Parcel
9816;Samsø;2005-12-01;Parcel
9060;Samsø;2006-01-01;Parcel
8486;Samsø;2006-02-01;Parcel
9011;Samsø;2006-03-01;Parcel
8589;Samsø;2006-04-01;Parcel
8605;Samsø;2006-05-01;Parcel
8446;Samsø;2006-06-01;Parcel
9188;Samsø;2006-07-01;Parcel
9697;Samsø;2006-08-01;Parcel
9840;Samsø;2006-09-01;Parcel
9834;Samsø;2006-10-01;Parcel
10334;Samsø;2006-11-01;Parcel
9833;Samsø;2006-12-01;Parcel
11068;Samsø;2007-01-01;Parcel
11156;Samsø;2007-02-01;Parcel
10634;Samsø;2007-03-01;Parcel
10482;Samsø;2007-04-01;Parcel
11222;Samsø;2007-05-01;Parcel
12326;Samsø;2007-06-01;Parcel
11691;Samsø;2007-07-01;Parcel
11706;Samsø;2007-08-01;Parcel
10023;Samsø;2007-09-01;Parcel
10161;Samsø;2007-10-01;Parcel
9769;Samsø;2007-11-01;Parcel
10304;Samsø;2007-12-01;Parcel
10469;Samsø;2008-01-01;Parcel
9527;Samsø;2008-02-01;Parcel
9386;Samsø;2008-03-01;Parcel
9644;Samsø;2008-04-01;Parcel
9760;Samsø;2008-05-01;Parcel
10066;Samsø;2008-06-01;Parcel
10298;Samsø;2008-07-01;Parcel
10342;Samsø;2008-08-01;Parcel
10315;Samsø;2008-09-01;Parcel
10125;Samsø;2008-10-01;Parcel
9916;Samsø;2008-11-01;Parcel
9864;Samsø;2008-12-01;Parcel
9841;Samsø;2009-01-01;Parcel
9902;Samsø;2009-02-01;Parcel
10023;Samsø;2009-03-01;Parcel
10015;Samsø;2009-04-01;Parcel
10335;Samsø;2009-05-01;Parcel
10424;Samsø;2009-06-01;Parcel
9997;Samsø;2009-07-01;Parcel
10069;Samsø;2009-08-01;Parcel
10399;Samsø;2009-09-01;Parcel
10319;Samsø;2009-10-01;Parcel
9964;Samsø;2009-11-01;Parcel
9943;Samsø;2009-12-01;Parcel
9730;Samsø;2010-01-01;Parcel
9911;Samsø;2010-02-01;Parcel
9889;Samsø;2010-03-01;Parcel
9708;Samsø;2010-04-01;Parcel
9684;Samsø;2010-05-01;Parcel
9763;Samsø;2010-06-01;Parcel
9702;Samsø;2010-07-01;Parcel
9601;Samsø;2010-08-01;Parcel
10108;Samsø;2010-09-01;Parcel
9816;Samsø;2010-10-01;Parcel
10057;Samsø;2010-11-01;Parcel
10208;Samsø;2010-12-01;Parcel
10065;Samsø;2011-01-01;Parcel
10037;Samsø;2011-02-01;Parcel
9678;Samsø;2011-03-01;Parcel
10002;Samsø;2011-04-01;Parcel
10088;Samsø;2011-05-01;Parcel
10113;Samsø;2011-06-01;Parcel
9574;Samsø;2011-07-01;Parcel
9809;Samsø;2011-08-01;Parcel
9900;Samsø;2011-09-01;Parcel
8797;Samsø;2011-10-01;Parcel
8644;Samsø;2011-11-01;Parcel
8383;Samsø;2011-12-01;Parcel
8484;Samsø;2012-01-01;Parcel
8352;Samsø;2012-02-01;Parcel
8463;Samsø;2012-03-01;Parcel
8633;Samsø;2012-04-01;Parcel
8405;Samsø;2012-05-01;Parcel
8359;Samsø;2012-06-01;Parcel
8395;Samsø;2012-07-01;Parcel
8382;Samsø;2012-08-01;Parcel
8346;Samsø;2012-09-01;Parcel
8060;Samsø;2012-10-01;Parcel
7836;Samsø;2012-11-01;Parcel
7877;Samsø;2012-12-01;Parcel
7924;Samsø;2013-01-01;Parcel
7605;Samsø;2013-02-01;Parcel
8057;Samsø;2013-03-01;Parcel
8211;Samsø;2013-04-01;Parcel
8147;Samsø;2013-05-01;Parcel
8103;Samsø;2013-06-01;Parcel
8025;Samsø;2013-07-01;Parcel
8038;Samsø;2013-08-01;Parcel
7920;Samsø;2013-09-01;Parcel
8167;Samsø;2013-10-01;Parcel
7870;Samsø;2013-11-01;Parcel
7820;Samsø;2013-12-01;Parcel
7704;Samsø;2014-01-01;Parcel
7770;Samsø;2014-02-01;Parcel
7558;Samsø;2014-03-01;Parcel
7712;Samsø;2014-04-01;Parcel
7335;Samsø;2014-05-01;Parcel
7748;Samsø;2014-06-01;Parcel
7874;Samsø;2014-07-01;Parcel
7385;Samsø;2014-08-01;Parcel
7922;Samsø;2014-09-01;Parcel
8223;Samsø;2014-10-01;Parcel
8296;Samsø;2014-11-01;Parcel
8252;Samsø;2014-12-01;Parcel
8550;Samsø;2015-01-01;Parcel
8308;Samsø;2015-02-01;Parcel
7774;Samsø;2015-03-01;Parcel
7717;Samsø;2015-04-01;Parcel
7572;Samsø;2015-05-01;Parcel
7556;Samsø;2015-06-01;Parcel
7567;Samsø;2015-07-01;Parcel
7766;Samsø;2015-08-01;Parcel
7982;Samsø;2015-09-01;Parcel
8071;Samsø;2015-10-01;Parcel
8108;Samsø;2015-11-01;Parcel
7551;Samsø;2015-12-01;Parcel
7489;Samsø;2016-01-01;Parcel
7380;Samsø;2016-02-01;Parcel
6980;Samsø;2016-03-01;Parcel
7042;Samsø;2016-04-01;Parcel
7511;Samsø;2016-05-01;Parcel
7454;Samsø;2016-06-01;Parcel
7124;Samsø;2016-07-01;Parcel
6770;Samsø;2016-08-01;Parcel
6860;Samsø;2016-09-01;Parcel
7179;Samsø;2016-10-01;Parcel
7746;Samsø;2016-11-01;Parcel
7670;Samsø;2016-12-01;Parcel
7624;Samsø;2017-01-01;Parcel
7997;Samsø;2017-02-01;Parcel
8087;Samsø;2017-03-01;Parcel
7906;Samsø;2017-04-01;Parcel
8052;Samsø;2017-05-01;Parcel
8023;Samsø;2017-06-01;Parcel
8125;Samsø;2017-07-01;Parcel
8545;Samsø;2017-08-01;Parcel
8488;Samsø;2017-09-01;Parcel
8360;Samsø;2017-10-01;Parcel
8561;Samsø;2017-11-01;Parcel
8494;Samsø;2017-12-01;Parcel
9547;Silkeborg;2004-01-01;Parcel
9728;Silkeborg;2004-02-01;Parcel
9619;Silkeborg;2004-03-01;Parcel
9677;Silkeborg;2004-04-01;Parcel
9561;Silkeborg;2004-05-01;Parcel
9528;Silkeborg;2004-06-01;Parcel
9541;Silkeborg;2004-07-01;Parcel
10026;Silkeborg;2004-08-01;Parcel
9949;Silkeborg;2004-09-01;Parcel
10159;Silkeborg;2004-10-01;Parcel
9982;Silkeborg;2004-11-01;Parcel
10176;Silkeborg;2004-12-01;Parcel
10135;Silkeborg;2005-01-01;Parcel
10383;Silkeborg;2005-02-01;Parcel
10508;Silkeborg;2005-03-01;Parcel
10485;Silkeborg;2005-04-01;Parcel
10310;Silkeborg;2005-05-01;Parcel
10334;Silkeborg;2005-06-01;Parcel
10675;Silkeborg;2005-07-01;Parcel
10612;Silkeborg;2005-08-01;Parcel
10559;Silkeborg;2005-09-01;Parcel
10235;Silkeborg;2005-10-01;Parcel
10689;Silkeborg;2005-11-01;Parcel
11766;Silkeborg;2005-12-01;Parcel
11940;Silkeborg;2006-01-01;Parcel
12561;Silkeborg;2006-02-01;Parcel
12777;Silkeborg;2006-03-01;Parcel
14136;Silkeborg;2006-04-01;Parcel
14823;Silkeborg;2006-05-01;Parcel
14387;Silkeborg;2006-06-01;Parcel
15512;Silkeborg;2006-07-01;Parcel
15800;Silkeborg;2006-08-01;Parcel
16510;Silkeborg;2006-09-01;Parcel
16462;Silkeborg;2006-10-01;Parcel
17308;Silkeborg;2006-11-01;Parcel
17704;Silkeborg;2006-12-01;Parcel
17668;Silkeborg;2007-01-01;Parcel
17815;Silkeborg;2007-02-01;Parcel
17849;Silkeborg;2007-03-01;Parcel
17369;Silkeborg;2007-04-01;Parcel
17041;Silkeborg;2007-05-01;Parcel
17387;Silkeborg;2007-06-01;Parcel
17695;Silkeborg;2007-07-01;Parcel
17770;Silkeborg;2007-08-01;Parcel
17454;Silkeborg;2007-09-01;Parcel
17361;Silkeborg;2007-10-01;Parcel
17160;Silkeborg;2007-11-01;Parcel
17456;Silkeborg;2007-12-01;Parcel
17515;Silkeborg;2008-01-01;Parcel
17470;Silkeborg;2008-02-01;Parcel
17006;Silkeborg;2008-03-01;Parcel
16983;Silkeborg;2008-04-01;Parcel
17048;Silkeborg;2008-05-01;Parcel
17005;Silkeborg;2008-06-01;Parcel
17048;Silkeborg;2008-07-01;Parcel
16937;Silkeborg;2008-08-01;Parcel
16966;Silkeborg;2008-09-01;Parcel
16998;Silkeborg;2008-10-01;Parcel
17062;Silkeborg;2008-11-01;Parcel
16771;Silkeborg;2008-12-01;Parcel
16505;Silkeborg;2009-01-01;Parcel
16467;Silkeborg;2009-02-01;Parcel
16315;Silkeborg;2009-03-01;Parcel
15946;Silkeborg;2009-04-01;Parcel
16014;Silkeborg;2009-05-01;Parcel
15866;Silkeborg;2009-06-01;Parcel
15870;Silkeborg;2009-07-01;Parcel
15993;Silkeborg;2009-08-01;Parcel
16077;Silkeborg;2009-09-01;Parcel
16183;Silkeborg;2009-10-01;Parcel
16174;Silkeborg;2009-11-01;Parcel
16280;Silkeborg;2009-12-01;Parcel
16278;Silkeborg;2010-01-01;Parcel
16083;Silkeborg;2010-02-01;Parcel
15906;Silkeborg;2010-03-01;Parcel
16036;Silkeborg;2010-04-01;Parcel
15920;Silkeborg;2010-05-01;Parcel
15842;Silkeborg;2010-06-01;Parcel
15674;Silkeborg;2010-07-01;Parcel
15811;Silkeborg;2010-08-01;Parcel
15878;Silkeborg;2010-09-01;Parcel
15994;Silkeborg;2010-10-01;Parcel
15710;Silkeborg;2010-11-01;Parcel
15665;Silkeborg;2010-12-01;Parcel
15689;Silkeborg;2011-01-01;Parcel
15791;Silkeborg;2011-02-01;Parcel
15673;Silkeborg;2011-03-01;Parcel
15501;Silkeborg;2011-04-01;Parcel
15567;Silkeborg;2011-05-01;Parcel
15371;Silkeborg;2011-06-01;Parcel
15541;Silkeborg;2011-07-01;Parcel
15473;Silkeborg;2011-08-01;Parcel
15459;Silkeborg;2011-09-01;Parcel
15377;Silkeborg;2011-10-01;Parcel
15253;Silkeborg;2011-11-01;Parcel
15158;Silkeborg;2011-12-01;Parcel
15053;Silkeborg;2012-01-01;Parcel
14980;Silkeborg;2012-02-01;Parcel
14870;Silkeborg;2012-03-01;Parcel
15042;Silkeborg;2012-04-01;Parcel
14850;Silkeborg;2012-05-01;Parcel
14836;Silkeborg;2012-06-01;Parcel
14774;Silkeborg;2012-07-01;Parcel
14791;Silkeborg;2012-08-01;Parcel
14814;Silkeborg;2012-09-01;Parcel
14611;Silkeborg;2012-10-01;Parcel
14773;Silkeborg;2012-11-01;Parcel
14756;Silkeborg;2012-12-01;Parcel
14654;Silkeborg;2013-01-01;Parcel
14484;Silkeborg;2013-02-01;Parcel
14386;Silkeborg;2013-03-01;Parcel
14514;Silkeborg;2013-04-01;Parcel
14572;Silkeborg;2013-05-01;Parcel
14630;Silkeborg;2013-06-01;Parcel
14617;Silkeborg;2013-07-01;Parcel
14533;Silkeborg;2013-08-01;Parcel
14540;Silkeborg;2013-09-01;Parcel
14636;Silkeborg;2013-10-01;Parcel
14740;Silkeborg;2013-11-01;Parcel
14727;Silkeborg;2013-12-01;Parcel
14583;Silkeborg;2014-01-01;Parcel
14859;Silkeborg;2014-02-01;Parcel
14932;Silkeborg;2014-03-01;Parcel
15011;Silkeborg;2014-04-01;Parcel
14844;Silkeborg;2014-05-01;Parcel
14967;Silkeborg;2014-06-01;Parcel
14935;Silkeborg;2014-07-01;Parcel
14953;Silkeborg;2014-08-01;Parcel
15244;Silkeborg;2014-09-01;Parcel
15042;Silkeborg;2014-10-01;Parcel
15242;Silkeborg;2014-11-01;Parcel
15026;Silkeborg;2014-12-01;Parcel
15092;Silkeborg;2015-01-01;Parcel
15088;Silkeborg;2015-02-01;Parcel
15229;Silkeborg;2015-03-01;Parcel
15111;Silkeborg;2015-04-01;Parcel
15366;Silkeborg;2015-05-01;Parcel
15540;Silkeborg;2015-06-01;Parcel
15587;Silkeborg;2015-07-01;Parcel
15324;Silkeborg;2015-08-01;Parcel
15297;Silkeborg;2015-09-01;Parcel
15646;Silkeborg;2015-10-01;Parcel
15774;Silkeborg;2015-11-01;Parcel
15705;Silkeborg;2015-12-01;Parcel
15418;Silkeborg;2016-01-01;Parcel
15331;Silkeborg;2016-02-01;Parcel
15415;Silkeborg;2016-03-01;Parcel
15573;Silkeborg;2016-04-01;Parcel
15668;Silkeborg;2016-05-01;Parcel
